,Wine,Alcohol,Malic.acid,Ash,Acl,Mg,Phenols,Flavanoids,Nonflavanoid.phenols,Proanth,Color.int,Hue,OD,Proline
28,2.0697436,12.254292,1.4601405,2.080017,19.455408,86.19993,2.2806633,2.1215994,0.29469758,1.5221289,2.9307022,1.089749,3.0936658,535.3964
29,2.2159448,12.723217,2.9075332,2.8391464,24.458138,107.39783,2.1124208,1.8542007,0.5425891,1.3500559,4.817493,0.9918629,2.4161723,608.1634
30,0.89118105,13.718252,2.0263238,2.486788,17.235348,113.39081,2.8384056,2.9558444,0.2942913,1.8634138,5.2423,1.0843909,3.3227851,1073.3485
31,2.560842,12.777507,2.4165766,2.3744943,20.535423,106.56504,1.7591622,1.4300245,0.2580855,1.1449121,5.2336707,0.7572126,1.8647139,618.0249
32,1.6017578,12.796118,1.7642949,2.4012756,20.598076,91.93312,2.525228,2.3981264,0.281716,1.550413,3.4382918,1.0673306,3.161636,727.65
33,2.3622632,12.484942,1.5587246,2.1484592,17.033651,100.991455,1.6847839,1.0005742,0.4740451,0.91074264,4.74591,0.88949335,1.5274017,563.3125
34,1.0734538,13.120985,2.0992908,2.5033214,17.500355,108.9124,2.8109016,2.5761936,0.2938645,1.7256662,4.3719273,1.0950718,3.0674307,905.9755
35,1.974107,12.472612,2.3716304,2.3756409,20.378763,92.71425,2.5169997,2.2078903,0.3080375,1.5111679,3.885321,0.8517715,2.9718282,556.5245
36,1.3008488,13.1613655,1.438929,2.12743,16.60004,90.03559,2.3468857,2.5217605,0.26153886,1.710361,4.458767,1.1048272,3.0671353,941.4353
37,1.4698027,13.595131,2.6621022,2.4029548,18.111826,108.63185,2.6193247,2.5767262,0.30714485,1.732041,5.828103,0.8986654,2.941205,857.74225
38,2.4929914,12.611702,1.8027288,2.0387726,16.6365,97.79946,1.6873384,0.6856968,0.44469362,0.5755153,4.986382,0.8547132,1.3744496,553.28827
39,2.0723262,11.973098,1.3571454,2.1463583,19.02813,88.37173,2.652525,2.4078655,0.24787638,1.8920346,2.9353824,1.0696714,3.170361,496.6066
40,2.0877907,12.10303,2.883504,2.2576606,20.804586,88.61279,2.3209488,2.2004564,0.30609134,1.7673621,2.6265104,0.8661043,2.833302,469.32718
41,2.2987738,12.478909,1.9909211,2.2589643,20.602537,90.78945,1.5668248,1.0987298,0.49284846,1.1249603,3.6709795,0.9602901,2.2477546,547.26886
42,2.1209478,11.564395,1.8928457,2.7418292,25.331835,94.14779,2.0114763,2.2695184,0.5123407,1.4330155,3.3692992,1.2300639,2.7249079,441.6846
43,1.9909399,13.005665,2.0192633,2.4183316,22.102365,105.71023,2.22361,1.6218151,0.33355606,1.3523684,4.2981896,1.0578964,2.5358982,766.23584
44,2.9409013,12.931158,3.025582,2.3013854,19.558096,93.015915,1.4640771,0.62181133,0.43573305,0.9338517,6.543427,0.6883638,1.6370964,611.1018
45,2.0954897,12.163548,1.3703704,2.0085068,18.502035,85.95607,2.309768,2.0336819,0.29244164,1.4989952,2.8128996,1.1668187,2.9766495,456.17087
46,2.156221,12.451966,1.2995875,2.1714633,18.048119,164.86746,2.375779,2.0420158,0.3202415,3.176604,3.2825086,1.1015034,2.4402082,820.80975
47,2.753865,12.592033,2.256569,2.396883,21.55801,117.40819,1.8572854,1.3684672,0.2153023,1.6255127,4.9054885,0.7212803,1.699222,479.66812
48,0.81194407,14.423255,2.6303892,2.3749669,14.382674,122.45723,3.4712026,3.6953912,0.2570932,2.5702949,6.8415275,1.0014304,3.6544647,1160.2351
49,2.6883328,12.685274,2.6806984,2.3510766,20.75925,88.46689,1.5624442,0.88496155,0.5650942,1.1330588,4.71308,0.8066142,1.9165564,547.4882
50,1.2772288,13.039806,1.756299,2.2964745,16.605423,100.823166,3.0239105,2.9999173,0.23753591,2.0674202,4.6764817,1.0607699,3.3608372,878.2827
51,2.186421,13.007576,2.1183712,2.370508,19.731369,112.69175,2.1075037,1.9075432,0.25221404,1.494268,5.8394046,0.86559886,2.1437638,712.4585
52,1.8966726,12.703168,1.2348846,1.7286112,13.262669,99.64156,2.199087,1.5173684,0.27167508,1.2620641,3.2256687,1.1046516,2.1311858,637.58813
53,3.3620741,12.933118,3.8110552,2.4778013,21.743505,112.979294,1.6384864,0.88705915,0.41642758,1.4381788,11.362021,0.5498404,1.3875351,589.8608
54,0.90431494,13.581594,1.6822942,2.5352142,17.813864,106.807434,2.5872054,2.7012684,0.31781834,1.5852479,4.7051306,1.1151947,3.1000545,1117.1584
55,2.599383,12.105217,2.3651073,2.6576402,22.927486,122.96457,1.6921418,0.9123667,0.17553264,1.293871,3.7898467,0.76671284,1.6008188,548.9537
56,2.0094826,12.221239,1.6647141,2.2605822,19.89029,90.52786,1.5966572,1.3839278,0.50592566,1.3005077,3.2126305,1.086084,2.2761445,492.858
57,2.1293263,12.283443,1.2604041,1.9045428,17.00291,92.699646,2.129759,1.751733,0.28345078,1.4178263,2.8297205,1.1684178,2.6702864,479.90182
58,3.0191884,13.085482,4.0286536,2.4299467,22.072695,91.03055,1.6031138,0.5902694,0.54906374,1.1378504,6.369332,0.6990972,1.8257933,617.1978
59,1.3546699,13.201425,1.9799421,2.2249787,17.025179,96.69254,2.3989122,2.2358696,0.27892044,1.4251153,4.13025,1.0514845,2.9613338,909.1344
60,2.0541897,11.923549,1.6308857,2.3526838,20.18185,93.39551,1.6176523,1.3563328,0.49368292,1.3267989,2.9045792,1.1397387,2.2390625,538.0224
61,1.3402673,13.839571,1.7727222,2.4619296,17.447578,111.51543,2.5748954,2.4693453,0.3393402,1.5038699,5.991809,1.0717022,2.7420561,1148.5984
62,1.0080333,13.361166,1.782505,2.644118,18.58884,109.6349,2.4980404,2.6168432,0.3724257,1.4858538,4.294243,1.1566709,2.9165576,1043.0939
63,3.1581068,13.383177,4.0354986,2.3943248,21.120108,94.527054,1.5926576,0.4502221,0.48753324,1.1041045,8.155561,0.6297635,1.5520425,646.2779
64,2.0851398,12.298143,1.4889187,2.1319065,19.63454,85.578735,2.347738,2.2519982,0.30484185,1.6027565,3.0387774,1.0698369,3.1279829,484.1288
65,0.9024438,13.595306,1.892949,2.7128794,19.035814,124.33824,2.935887,3.0300756,0.40071595,1.5240216,5.3071404,1.1748967,3.0448403,1104.7983
66,3.2980084,13.49966,4.2870154,2.5019858,22.530268,96.561035,1.739203,0.33518192,0.5511877,1.1015984,8.254878,0.6493267,1.4350988,646.7715
67,0.8992372,13.552718,1.9717405,2.558534,17.87389,109.77059,2.656213,2.7200348,0.31704122,1.6926649,4.9185133,1.0995889,3.1594834,1045.2316
68,3.20461,13.462444,4.5717216,2.5389018,22.688633,97.35613,1.727307,0.47769293,0.5480179,1.1320271,8.764335,0.62133163,1.551602,676.5839
69,2.4024358,12.391419,2.9032881,2.4086564,22.185585,87.96531,1.7606174,1.4763736,0.5650101,1.315855,3.628291,0.9027353,2.333204,524.7006
70,3.3222713,13.529426,4.653389,2.6266696,24.211697,101.82334,1.770254,0.39658567,0.55537677,1.1596617,9.301066,0.5401265,1.4366091,682.2374
71,2.1758788,12.378641,1.7502267,2.2272563,20.794722,88.08069,1.5917041,1.3288934,0.434882,1.213379,3.0611832,1.009922,2.4764764,511.30136
72,2.8288267,12.916316,2.942004,2.3267765,19.798832,94.36187,1.6105944,0.5964897,0.5025571,0.97028095,6.581848,0.71768546,1.580604,632.6548
73,0.88658875,14.599883,1.8597722,2.2678795,12.767373,106.80857,3.5803828,4.091687,0.26806065,2.9187472,8.007638,1.1314094,3.291176,1428.8766
74,1.9777209,12.553841,4.458802,2.3241863,20.991838,86.269394,2.6044044,2.6576223,0.32083032,2.025163,3.1634731,0.7873893,3.1629045,422.82895
75,0.86773604,13.842702,1.975105,2.3506415,16.301851,110.41867,2.9726403,3.076463,0.27231178,2.0091414,5.497042,1.0288876,3.416799,1045.2327
76,0.99749887,13.728256,1.610751,2.1020017,14.55139,97.95514,2.8010888,3.0179415,0.23763433,2.1431372,5.745678,1.107711,3.1214912,1209.3129
77,1.9380485,12.149899,2.0173974,2.1403732,18.634682,102.50201,2.4806333,2.3432288,0.26280478,2.2575657,3.130154,0.9929205,2.9979935,576.93304
78,1.0160438,13.534453,2.1863606,2.4961522,17.447496,112.111145,2.7563856,2.7835848,0.30024764,1.732143,5.441763,1.0093455,3.1861577,985.1892
79,2.186545,12.192588,1.1440667,1.8182553,16.083822,88.86127,2.1653526,1.5246093,0.26201037,1.180196,2.5132825,1.2088026,2.6150806,466.56168
80,3.2430522,12.868345,3.2490332,2.4623,21.994846,104.80055,1.6094025,0.88562816,0.38614652,1.1135658,7.5710993,0.6488338,1.5581628,593.1978
81,1.5779773,13.668175,2.744189,2.5156178,19.061968,114.91653,2.6256566,2.3983536,0.34780306,1.7644392,6.763517,0.9060854,2.7724628,936.2656
82,1.5939281,13.558596,2.7692919,2.5727293,19.546204,113.62132,2.5836284,2.394142,0.4203473,1.6691855,5.9408493,0.9930709,2.741604,961.5617
83,3.2947135,13.247087,4.3711815,2.3135746,20.48163,92.45569,1.4037622,0.38331243,0.51790494,0.9386602,7.22794,0.6284643,1.4913442,633.28925
84,1.8012815,12.595984,1.9971838,2.5237675,21.177994,93.72027,2.0958202,1.8424023,0.41917053,1.392532,3.3011792,1.094645,2.5847068,655.23035
85,1.333509,13.59351,1.9172404,2.3516312,17.28394,105.369194,2.5120125,2.6206985,0.32023385,1.7251081,5.9065046,0.95634407,2.8858314,1018.663
86,1.860522,12.843299,3.7587304,2.3403983,20.136494,105.39559,2.926829,2.6562824,0.231397,2.5744078,5.7439933,0.70235085,3.0740807,637.8613
87,2.1024017,10.969159,1.5416756,2.6602616,25.075953,92.174866,2.1123736,2.42188,0.56022793,1.6187226,2.9605682,1.526079,2.6833465,405.78757
88,2.9949505,12.835194,3.0898962,2.411853,21.060493,103.39635,1.5948336,0.9463883,0.4253942,1.3034666,7.695527,0.684279,1.7068144,629.3779
89,2.5540912,12.718753,2.8211849,2.479812,22.242424,96.94559,1.7637655,1.1891431,0.4976407,1.1873349,4.5988007,0.8968203,2.2023602,593.8041
90,2.0588577,13.1563835,1.5832182,2.5013504,27.338829,129.5405,3.1384761,3.1731837,0.22498769,2.2680004,3.807928,1.3780766,3.6458333,953.76624
91,1.902957,12.259215,1.6983342,2.311138,19.316748,92.287384,2.7688475,2.5770545,0.24541342,1.7255721,3.5118802,0.9978836,3.2322297,569.99786
92,1.6514484,12.923221,2.2089314,2.3333125,18.041712,103.84299,2.3488052,2.2770758,0.2431652,1.574061,4.837817,0.95120716,2.8313353,767.0143
93,1.6800883,13.460693,2.6566548,2.5686505,19.143572,110.28347,2.3219337,2.0859387,0.37096697,1.5672187,6.5453935,0.94202405,2.5784974,895.41956
94,2.769772,12.782343,2.5964985,2.2175984,18.411999,96.78781,1.480071,0.73728365,0.41814685,0.7397808,5.289949,0.77693135,1.5261134,579.62024
95,0.8975778,13.396057,1.9110363,2.8291736,20.513443,119.34445,2.7504857,2.7143314,0.4082101,1.7156425,4.3292813,1.1584132,3.0766594,984.0003
96,1.9219747,12.493948,2.0830727,2.307029,20.214712,89.542206,2.328743,2.1844006,0.33641472,1.5704428,3.4988472,0.85825676,3.0523558,560.7462
97,3.2149496,13.422266,4.451178,2.370175,20.555595,88.67471,1.536511,0.35025725,0.53428286,0.99331343,7.898859,0.57324266,1.5150791,606.9924
98,1.8021193,12.575034,3.152591,2.5161583,21.471443,94.52932,2.6125565,2.7498984,0.4008592,1.9951,3.415066,1.1893775,2.9567177,542.0053
99,2.078011,11.918445,1.9568266,2.5696168,23.208988,90.77906,1.8436778,1.8342923,0.53366256,1.4284875,3.0507236,1.1873934,2.5657265,492.08792
100,2.087259,11.618938,2.2372463,2.766237,25.092545,92.08914,1.9741477,2.3809874,0.554979,1.3912344,3.3556588,1.1294498,2.741949,467.58456
101,0.85883135,13.79988,1.9540814,2.3903623,16.568403,110.8386,2.878368,3.0377612,0.2656333,1.855798,5.471869,1.0477858,3.3649952,1120.5928
102,2.0349169,12.228864,1.823584,2.2938583,21.549904,81.53227,1.7727251,1.7039773,0.48235676,1.4481055,2.7613008,0.9959936,2.7838218,451.53772
103,1.6462916,13.404048,2.1763904,2.5117557,20.38551,98.850174,2.555472,2.3126566,0.31428528,1.7387942,5.3904,1.0277879,2.794855,871.61316
104,2.6913826,12.859284,3.267584,2.3145266,21.465368,88.7547,1.6457449,1.011895,0.5145527,1.2578056,5.1641617,0.7684932,2.015944,551.67285
105,1.0696294,13.614593,1.6027237,2.0951416,14.033479,93.21163,2.6456912,3.0285053,0.25185955,2.2912974,5.490717,1.1417508,2.9360645,1131.3818
106,0.84981483,14.660445,1.9266019,2.2454422,12.205725,104.89607,3.5419664,4.0732694,0.26875857,3.0112844,8.080533,1.1496941,3.3143146,1423.4425
107,2.003252,12.289251,3.8422694,2.474734,22.610464,99.224945,2.3450053,2.1391358,0.28480035,1.8164971,2.3297431,0.94613653,2.9810348,528.89557
108,1.6693271,12.66709,2.0241842,2.3553946,19.566635,93.479416,2.6672437,2.4881668,0.24890856,1.8531909,3.512454,1.0323745,3.2482297,663.1013
109,0.9485213,13.724575,3.4595041,2.3394358,16.073544,115.51946,2.9986088,3.1023061,0.23802927,2.1907868,5.0868597,0.9267189,3.5516374,896.9381
110,2.5406075,12.766401,2.6387975,2.3012977,20.198761,93.93075,1.5760227,0.94259197,0.49786413,1.1772686,5.197135,0.82387394,2.0369062,624.01825
111,3.306965,12.779546,3.2484083,2.42564,21.427778,110.68306,1.7209705,0.820831,0.36728993,1.1659309,7.6371293,0.6238081,1.4195989,606.60474
112,1.0595319,13.893529,1.5673758,2.2901616,14.0568695,99.59196,2.9248157,3.5079863,0.315453,2.7472343,6.7589827,1.1324735,2.8111877,1233.9053
113,0.861716,13.914052,1.7635866,2.4759521,17.221277,112.589355,2.9573982,3.0868266,0.32281882,1.7951264,5.9287653,1.1238216,3.1622345,1274.2211
114,2.137757,12.445252,2.0647535,2.3905728,22.26934,86.09711,1.8594489,1.6179612,0.46874475,1.3315326,3.1339993,0.9876502,2.5856256,513.4753
115,2.0035477,12.513759,1.3456494,1.9800439,15.372984,119.02445,1.8030777,1.7655277,0.27387005,1.9139968,3.7040398,1.1421933,2.5619814,739.61755
116,2.256833,12.405772,1.636089,2.0716121,19.094225,88.8759,1.728131,1.4813435,0.38868645,1.1205226,3.4250183,0.97768945,2.4095023,515.98676
117,0.7979345,14.38105,1.9511471,2.332617,13.898365,105.53383,3.5666888,3.9439473,0.2636782,2.7660627,7.50051,1.0797483,3.3000588,1371.7363
118,1.1473695,13.25505,2.2322648,2.8174958,20.551968,117.433304,2.6368132,2.712465,0.4473849,1.5461186,4.508068,1.1041024,2.9791393,920.369
119,1.7497177,12.402784,1.7556763,2.2982135,19.120869,89.83863,2.5385408,2.4952447,0.3198406,1.7405307,3.400184,1.0557774,3.1584098,625.68646
120,2.3626068,13.688639,3.112532,2.4685035,20.147844,106.32164,2.0805743,1.3140655,0.43779677,1.195748,7.614843,0.7920585,1.9144957,852.69904
121,3.1699018,12.625998,2.936266,2.3043892,19.827078,103.27097,1.2390243,0.6899721,0.30803433,0.74392676,5.60787,0.67701834,1.2158905,570.67194
122,2.388099,12.966342,2.2805624,2.2195685,19.520569,96.450325,1.831081,1.195095,0.38536513,1.1183673,5.078787,0.936325,2.0526798,688.02545
123,2.0434232,12.856455,3.700815,2.5829344,23.136854,102.57514,2.351544,2.4377134,0.4015201,1.5703089,4.4948378,0.89652884,2.8488166,538.67334
124,0.9208817,14.278099,1.7093451,2.3809795,15.268916,106.01527,3.2324927,3.6436765,0.3003149,2.303734,6.9094014,1.1291231,3.0446851,1380.6296
125,3.2708848,13.130157,3.3034031,2.556194,23.281786,108.08131,1.8360564,0.74622387,0.46832362,1.3341823,9.439106,0.5812617,1.4822718,651.7692
126,2.8919613,12.805974,2.8930225,2.3575196,19.905592,94.5002,1.5470124,0.60018927,0.52409303,0.9357743,5.6722007,0.73933655,1.6460359,588.1786
127,2.3127246,12.325302,2.4750395,2.2038715,21.07863,86.07535,2.0440733,1.7093107,0.40005475,1.6008188,3.3575165,0.8514038,2.7636607,530.9364
128,2.736361,12.595428,2.9379668,2.477365,21.316963,92.60283,1.5913805,0.8240923,0.57221705,0.9083573,4.4431386,0.8901321,1.8169056,578.92676
129,0.9386465,13.853807,2.6272395,2.4329805,16.939745,114.26905,2.997417,2.9814267,0.26279908,2.008446,6.1440563,0.9863124,3.2200255,982.3038
130,0.9482693,13.727439,1.9466313,2.3627954,17.117926,107.244644,2.7134452,2.9804335,0.25106397,1.7636724,5.1545296,1.0552605,3.2618306,1082.4586
131,2.2121527,12.376532,0.5929196,1.166107,7.778965,90.41122,1.9115825,0.07407447,0.23538187,0.33633032,1.6017929,1.0873629,1.5726125,507.7288
132,1.8492672,13.559646,2.7508008,2.3667514,18.660599,103.29565,2.3557034,2.0112343,0.378424,1.649265,6.6056137,0.8822939,2.52557,949.25104
133,2.0379937,11.927577,1.9574046,2.252367,20.792019,91.81023,2.058075,1.8600997,0.33696893,1.7553375,2.3163517,1.1172631,2.8323033,483.2021
134,0.8996025,13.888079,1.6327807,2.3311145,16.284945,104.02051,2.8227854,3.0367157,0.2864416,1.8554219,5.7529893,1.0928615,3.1881757,1236.0771
135,0.8468885,13.991328,2.1019988,2.3821282,15.769133,111.57165,2.922323,3.1443553,0.26376885,2.0619411,5.618305,1.0332077,3.4490795,1081.9723
136,0.98495734,14.072172,1.7081282,2.3263147,16.725637,102.79773,2.9742725,3.3382978,0.2925171,2.4105709,5.848883,1.1563443,3.2854006,1179.5815
137,2.5392897,13.200731,3.376919,2.4266486,20.13744,98.58412,1.980791,1.2502371,0.41631928,1.3156993,7.049677,0.68878734,2.0750067,713.048
138,1.4468321,12.987054,1.6320566,2.3554723,19.23532,94.13324,2.3172796,2.3068328,0.3149366,1.441043,3.5032392,1.0791802,3.025027,829.88806
139,0.8011938,14.004268,1.7893329,2.33241,15.68122,107.07493,3.0970252,3.3233802,0.27026027,2.0612335,6.198846,1.0402783,3.3041883,1279.9926
140,2.0708313,11.734349,1.6798055,2.2713454,21.172892,82.811775,2.1727111,1.9767549,0.4845592,1.7459369,2.236777,1.5008565,2.763347,402.59592
141,0.890173,13.980922,1.7410011,2.5008917,17.278606,117.50404,3.0048892,3.061978,0.34886694,1.7178397,6.197454,1.121778,3.0298028,1315.973
142,1.5287409,13.115275,2.2294116,2.4256566,18.937227,96.67875,2.2793322,2.0108917,0.39915624,1.4724165,4.3279057,1.0015116,2.8348062,842.3148
143,2.0791512,12.1586075,1.4748962,1.9806114,18.524454,83.676506,2.1542923,1.9733691,0.33228767,1.5297692,2.825484,1.1385509,2.9407935,450.5857
144,2.1942792,12.593079,3.3135235,2.4200106,21.333433,89.9721,1.9725584,1.5143448,0.49300334,1.388697,4.2068915,0.82186854,2.4389176,580.98224
145,2.4508808,13.323282,3.9426167,2.4174924,21.389946,107.53855,2.0936325,1.5001541,0.38163906,1.3648987,6.6574073,0.6888265,2.3032937,634.0167
146,0.78838986,13.95091,2.2131078,2.3168325,15.604655,112.823746,3.0746055,3.2609906,0.25363606,2.2157276,5.7777567,1.0295919,3.5538197,1048.1437
147,2.06736,12.185259,1.7309015,2.3037944,21.313444,84.09938,1.7720596,1.73511,0.45717192,1.372861,2.8234339,1.0318642,2.7200985,480.76425
148,0.8873319,14.356986,1.7288405,2.2419956,13.894742,105.37733,3.4649816,3.9215078,0.25892636,2.7125072,7.6635737,1.0865017,3.239633,1401.6525
149,2.0506065,11.709799,1.6178373,2.5470886,23.660149,87.55561,1.7908757,1.6644499,0.50524163,1.376125,2.5659893,1.3066471,2.6605194,485.11044
150,0.9125609,13.325824,2.7864423,2.5165138,16.784122,110.74592,2.7568896,2.8097737,0.29491392,1.7997147,4.513994,0.99723077,3.3811898,781.2134
151,2.1461172,12.6471405,1.4323938,1.9058377,16.197716,91.92057,1.8703591,1.1219858,0.3368419,0.76065016,3.5409186,1.051753,2.0381522,595.8697
152,2.970045,13.482127,3.771932,2.475991,21.553167,105.47763,1.848568,0.71334857,0.4660827,1.3421471,9.483377,0.61892605,1.646245,748.6602
153,2.2012918,12.458941,1.4018512,1.9188821,17.470991,90.85258,1.8725302,1.5101967,0.33545676,1.0203131,3.2630613,1.1000875,2.3857195,488.9998
154,2.2232912,12.707523,2.067041,2.2067606,19.292341,94.537476,1.7741659,1.5708554,0.3561001,1.2003314,4.1836944,0.90462387,2.3647447,680.7203
155,1.7597576,13.010727,2.563301,2.4162142,20.351488,90.10153,2.947658,3.0706575,0.30152953,2.1801033,3.3623555,1.2916557,3.1846278,527.1216
156,3.0332024,12.762484,2.0810246,2.378021,20.335974,119.24755,1.8660486,1.1877787,0.26523155,1.4884359,6.140404,0.7105095,1.3755397,560.6063
157,1.6336156,13.32156,2.312395,2.361752,18.350742,103.86906,2.7360654,2.7279649,0.2785518,2.0377724,5.122595,0.9190376,2.971613,731.7437
158,2.1327055,12.623471,2.7334647,2.3997135,21.119278,90.3269,1.9930962,1.5606675,0.44161105,1.3646151,3.7139926,0.9086402,2.5238414,603.8885
159,2.6185243,12.915828,3.4459658,2.4422886,21.581354,97.071045,1.9012419,1.2055204,0.47257206,1.1825873,5.9120283,0.7313968,2.0205147,616.59467
160,1.2347037,13.310222,1.9702771,2.7343826,23.71344,115.9843,2.806733,2.6804543,0.3237409,1.9268512,3.4671664,1.2655268,3.2128751,868.69995
161,1.0508683,13.518263,2.2193403,2.35217,17.137148,106.82339,2.7780159,2.913339,0.28791168,1.9345638,5.0411315,0.9583865,3.3997276,917.2541
162,0.87309605,13.703692,2.0109189,2.5887065,17.872997,117.51256,2.825255,2.9255543,0.32533213,1.7365153,5.3252053,1.0994102,3.2100654,1074.3435
163,0.8238798,13.873571,2.070101,2.3964937,16.494116,113.27649,2.9254239,3.1293175,0.2659509,1.9439391,5.450322,1.0522454,3.3836455,1097.2568
164,3.1758602,13.304701,3.8060946,2.5105858,22.276033,97.3191,1.7095035,0.4473314,0.5312678,1.0115719,7.3503456,0.7001868,1.5621102,656.3712
165,0.85768515,14.130165,1.8221446,2.3409274,16.038033,111.92141,3.1277199,3.3937254,0.28261656,2.1697488,6.675698,1.0596389,3.1914427,1322.0723
166,2.7837605,12.498069,3.1304495,2.6603737,24.727467,113.92464,2.1506279,1.8632871,0.36835456,1.5885615,5.906419,0.8006399,2.2809079,577.87756
167,3.2545006,13.188749,3.7835486,2.422726,21.181631,108.14023,1.4833201,0.5525884,0.4275259,1.2580326,10.066561,0.599452,1.3641022,678.49207
168,3.2389781,13.1447,4.076908,2.3393288,19.740578,95.672165,1.4216832,0.41229007,0.4792702,0.98755354,8.624294,0.58084303,1.4863234,638.84485
169,0.9281586,13.337093,1.8279333,2.931363,22.125668,120.18838,2.8374093,3.385182,0.4191546,1.7966064,4.8810773,1.1303807,3.1588092,986.7481
170,2.2424664,11.914272,2.4950786,2.4776444,21.613676,107.94705,1.4798585,1.062526,0.32614318,1.2893983,2.6842139,0.9155997,2.131769,575.1508
171,1.112089,13.159167,3.1260686,2.2134259,16.691223,101.87114,3.0085,3.2363422,0.2236793,2.6005006,5.079193,0.8585468,3.528985,809.9476
