,Wine,Alcohol,Malic.acid,Ash,Acl,Mg,Phenols,Flavanoids,Nonflavanoid.phenols,Proanth,Color.int,Hue,OD,Proline
25,1,13.0483,2.1741288,3.2382443,25.298223,123.539635,2.7350292,2.884797,0.44579434,1.9244035,3.9642317,1.1031278,3.2322478,774.1488
26,2,13.3676,2.582117,2.836253,22.735933,114.22154,2.4243736,1.9285474,0.4638753,1.4764706,6.418885,0.93312865,2.4543273,881.90295
27,2,12.093686,2.0635324,2.138345,18.498392,85.774315,2.5283957,2.2764766,0.26600993,1.6144094,2.85361,1.0470937,3.1301482,383.72513
28,1,14.146788,1.8221886,2.3643105,16.504335,111.55841,3.3620713,3.5906749,0.27742726,2.0721653,6.8389034,0.99853593,3.1996279,1333.1355
29,2,12.244145,2.9555728,2.362845,22.000963,84.59215,1.8427238,1.7678242,0.47352022,1.3396887,3.0107813,0.8744985,2.6492221,506.3787
30,2,12.154445,1.6041487,2.1091669,17.890728,83.16734,2.6522822,2.5095415,0.2977548,1.7169126,2.8045022,1.2670019,2.9285674,336.3845
31,1,13.695274,1.9806697,2.354533,17.543053,104.162544,2.329599,2.2874093,0.34230724,1.6984255,6.1032543,0.99476814,2.7033727,1080.6688
32,3,13.410137,3.08079,2.5385544,22.605755,116.72617,1.7016187,1.0622243,0.38093287,1.5620737,9.921844,0.7023942,1.6283506,728.8411
33,1,13.799066,1.7491779,2.2490544,14.947041,109.55703,2.7312346,3.0004902,0.2684654,2.2204115,5.6759043,0.98496234,2.937104,942.1721
34,1,13.742448,2.1364021,2.1913564,15.172071,112.70753,2.9523032,3.191059,0.26051146,2.1050684,5.4990187,0.9637366,3.470752,898.4405
35,1,13.696374,1.7968125,2.187577,15.490495,107.811195,2.780666,3.01638,0.2702847,1.9092199,5.128788,0.982663,3.4257836,987.5789
36,2,12.971257,1.3669761,1.8490821,16.355112,93.51663,1.9701927,1.7589965,0.3119774,0.8598476,3.4180593,1.2176148,2.355118,521.14703
37,2,12.672126,2.030185,2.2382784,22.071894,92.998505,1.5239499,1.4061776,0.38582656,1.2195147,3.60112,0.9238964,2.380256,594.6992
38,2,13.036217,3.4829826,2.6359484,20.850965,97.30924,2.3429158,2.0574887,0.40060425,1.3873221,4.4323854,0.92211485,2.52425,742.3396
39,2,12.238305,3.610124,2.490988,21.684444,88.94118,2.3612938,2.1138291,0.42551264,1.3558896,3.3136322,0.7942464,2.7686207,490.66562
40,1,13.940953,1.7104151,2.4698427,17.291853,111.65754,3.1296175,3.2753563,0.3245607,1.849165,6.443435,1.0626341,3.036204,1319.7516
41,3,13.065395,4.32292,2.3259604,19.942698,95.26482,1.3066467,0.45956048,0.42984605,0.87376714,7.203535,0.6211022,1.576511,579.92755
42,2,12.208675,4.430925,2.2502427,20.591694,88.92812,2.6432562,2.5511467,0.31095874,2.4161172,2.1511118,1.0358847,3.3538888,375.81052
43,2,12.033182,1.0926266,2.021592,18.688417,82.6425,2.4690468,2.2499433,0.32048026,1.6294528,2.5016108,1.3819737,2.9417982,339.60065
44,2,12.472731,2.592763,2.3993614,22.387438,86.98378,1.6755682,1.7908934,0.506118,1.5050497,2.9927263,0.87776184,2.26168,498.11212
45,3,13.2817745,4.0184875,2.696462,25.716839,94.99634,1.8439355,0.5145883,0.57407886,1.153969,8.981658,0.5587049,1.5888805,678.17456
46,2,12.546801,3.3202555,2.7245402,25.71434,101.059235,2.173535,1.5339601,0.5369203,1.2804971,4.8813267,0.85483146,2.1925757,561.5247
47,1,13.263137,1.9531882,2.487532,17.005993,99.33021,2.4683256,2.546264,0.28491476,1.62493,4.187669,1.0853395,3.3361332,1000.54724
48,2,12.5892725,1.586837,2.3990126,18.686968,95.04218,2.376149,2.3246524,0.28308865,1.6841509,3.4483945,0.9741205,3.212312,765.6759
49,1,13.946808,1.8685886,2.4154673,16.798399,109.5115,3.0961995,3.2679286,0.28842455,1.9257045,6.093086,1.0168395,3.2226398,1243.6754
50,2,12.088538,1.7929149,2.314717,20.039494,90.63596,2.3309574,2.2352319,0.3019271,1.6129472,3.0568047,0.8750278,3.2543576,514.98035
51,3,12.504839,1.6217835,2.1618736,17.47483,87.3835,1.8473893,0.28570256,0.6632245,1.0373873,6.362279,0.6846836,1.3787624,643.6675
52,2,12.897859,4.8472805,2.3473532,23.035612,95.941246,2.5564284,2.5179105,0.28922698,2.0113904,2.6727622,0.92499006,3.3347976,542.7947
53,2,11.705562,0.6295352,2.2271464,16.701555,101.09966,2.0884554,1.5348064,0.43082416,1.1082286,1.5968009,1.5949228,2.1919446,304.96182
54,1,12.87239,2.6022255,2.7172792,19.747343,101.44187,2.5939837,2.6253595,0.3090583,1.6367596,3.8637433,1.0000058,3.2612064,671.79016
55,3,12.548219,1.8559899,2.2173107,17.562998,87.88318,1.8418545,0.37123784,0.6750256,1.0645319,6.296401,0.72487885,1.4517485,647.15594
56,2,13.713229,2.083999,2.3423364,17.154749,106.73483,2.290403,2.300723,0.31501874,1.6528842,6.0310745,0.96554095,2.7327363,1066.5048
57,1,13.870522,1.7217951,2.5393076,17.750584,112.247406,3.007802,3.178233,0.33550042,1.7441423,6.0633206,1.0820543,2.9939117,1287.7333
58,2,12.071936,2.0580518,2.6664596,22.0985,97.21879,1.6566461,1.485079,0.5902005,1.2209842,3.447946,1.1803049,2.4749126,531.5123
59,1,13.905573,1.8186384,2.4974844,16.975126,110.861435,2.8077662,2.9206896,0.3354363,1.7358909,6.2899866,1.0601662,2.971159,1214.1351
60,2,12.353435,1.5921352,2.229534,18.546846,97.78278,1.6587249,1.0407509,0.57016325,1.1314174,4.407906,0.9298425,1.8324442,531.6881
61,3,12.669762,2.3717852,2.3695037,19.857466,114.363205,1.2755797,0.9839856,0.2099179,0.99828774,4.625294,0.7600243,1.4139602,554.54504
62,2,11.276641,1.8960423,2.2753618,23.986502,85.04198,2.2702568,1.900973,0.4594349,1.8302032,1.802081,1.577945,3.0853543,487.53763
63,1,13.785324,1.8038697,2.250793,15.621752,103.80291,2.5732837,2.9079778,0.28420034,1.7518318,4.7268457,1.0572429,3.3403347,1083.3136
64,3,12.960622,3.055386,2.628861,23.586842,98.71232,1.8105546,0.60716575,0.5448151,0.80233693,5.726306,0.86452806,1.9012033,576.0393
65,2,12.361245,1.5333018,1.9627734,18.37962,85.20629,2.2610168,1.9162384,0.29379132,1.387539,2.8504336,1.1303599,2.9104197,480.79614
66,1,14.109844,1.8528275,2.2506008,16.124094,107.333,2.9034467,3.213676,0.2719542,2.1302133,5.8087854,1.0354898,3.296084,1156.5881
67,3,12.820181,2.83947,2.4065847,22.30264,108.28808,1.3698659,1.0684643,0.18461943,0.9226635,5.9469733,0.6997766,1.2555071,550.5481
68,2,11.978818,2.3193038,3.2029727,28.425947,116.78405,2.858607,3.9405658,0.48723522,1.8464532,4.877111,0.97970426,3.2121043,529.7543
69,1,13.222466,2.5936484,2.932526,21.558817,112.45769,2.6284525,2.4776607,0.3953433,1.6803627,4.398258,1.0381099,2.9107497,806.677
70,2,12.694748,2.525572,2.3082547,21.508308,88.803986,1.6755939,1.550537,0.42546567,1.2662567,3.200984,0.92217195,2.5280764,583.2884
71,2,12.053267,1.7456591,2.7102714,18.556612,102.81885,1.7946517,1.611923,0.57032955,1.0632653,3.7492921,1.2595365,2.2217338,535.7672
72,2,13.010057,1.4085934,1.9160565,17.640476,92.03039,2.0155327,1.8635364,0.3045929,1.1090245,3.3450623,1.1717424,2.6694245,581.7068
73,1,14.182681,1.9930601,2.2514567,15.1827,110.59322,3.0179837,3.4042723,0.2579349,2.2833264,5.881086,1.0253816,3.4310784,1065.1167
74,1,13.026151,1.9059067,2.4551537,19.20211,99.27594,2.4087,2.3919306,0.3038718,1.5637559,4.0035005,0.9991935,3.1477392,856.4904
75,1,14.050046,1.8312134,2.359026,16.743727,109.40081,3.095964,3.335192,0.28043193,2.0842872,6.154465,1.0259336,3.1816778,1274.9513
76,2,12.860256,1.6179597,2.1394207,21.006338,91.252914,1.6714631,1.5143921,0.31053284,1.154417,3.1093912,0.98654133,2.6291122,601.8496
77,2,12.08337,2.938306,2.8631263,21.82381,101.72662,1.7309275,1.799643,0.62144876,1.0166799,3.989502,1.1250268,2.4004269,537.44006
78,1,13.604334,1.903504,2.3064911,16.608229,103.307495,2.6328824,2.787924,0.28024507,1.8047059,4.6677866,1.0458577,3.3738859,1038.7902
79,1,13.644099,1.7881446,2.3415732,16.822456,101.64224,2.5351193,2.71121,0.28077644,1.7646388,4.6663737,1.061654,3.2820299,1098.6992
80,3,13.11681,4.166151,2.3272333,19.943542,95.07957,1.4194169,0.47168908,0.4476664,0.8243251,7.2071996,0.6332108,1.6342063,598.67
81,2,12.6028185,4.1446466,2.4057832,22.36165,82.73337,1.9144651,1.6450702,0.5114822,1.319891,4.2416186,0.8119807,2.2388299,504.9464
82,2,12.168317,1.0701146,2.0498302,17.613705,84.33477,2.9829295,2.7365217,0.22392541,1.677891,3.7457201,1.2335472,2.8781743,396.2617
83,1,13.092866,3.3893664,2.5593266,19.191687,100.94253,2.5615516,2.6221871,0.2896229,1.743804,3.8304858,1.0177306,3.4352527,678.83044
84,2,12.174839,1.89493,2.2944605,19.889612,98.149376,1.5724531,1.3626109,0.476306,1.281071,2.9356494,1.1027225,2.1371396,436.65936
85,1,13.567781,1.7126511,2.3221593,16.96933,97.839195,2.360196,2.457997,0.28536415,1.578032,4.0552516,1.1083817,3.1971781,1092.5566
86,2,12.098431,1.6167319,2.1456168,21.42523,81.829636,2.0952523,1.6565063,0.37112856,1.3877196,2.2176766,1.190028,2.8818803,489.1288
87,3,13.175903,0.92215765,2.9274485,26.423264,127.11478,2.2939808,1.3136634,0.21780126,1.78678,6.568585,0.66818017,1.712282,506.4047
88,2,12.54681,0.9814197,1.8094184,15.034375,88.136986,2.329555,1.8817017,0.27744448,1.1959935,3.0727386,1.2428392,2.5565186,452.40057
89,1,13.562177,1.7480966,2.0961044,13.570386,101.594444,2.7780979,3.3918939,0.22698848,2.636873,6.599047,1.0227336,3.0505755,1030.5737
90,2,12.46015,3.4399664,2.4883082,21.170296,93.04441,2.3354895,1.9407427,0.39623353,1.4609789,3.781553,0.83341354,2.7231433,583.8088
91,2,12.300197,1.663064,2.232758,21.430742,79.36562,1.8923252,1.7419924,0.45465472,1.4333208,2.907973,0.9350817,2.8908474,476.07745
92,2,13.217186,3.1001215,2.4143333,20.913269,93.415306,2.015459,1.4677417,0.42851812,1.2667984,5.5033255,0.88004535,2.2547388,746.059
93,1,14.040563,1.6889806,2.2970614,16.01423,107.10352,2.8802602,3.0559685,0.28554603,2.0925336,5.298465,1.0248156,3.0301867,1046.4907
94,1,13.762389,1.7622107,2.2093766,15.348928,113.9638,2.9204664,3.2623785,0.26064587,2.259439,5.9109015,0.97957146,3.3164947,943.9107
95,3,13.048641,3.966197,2.565932,22.841213,94.91335,1.787674,0.60675436,0.55575687,0.8266135,5.9368067,0.81032366,1.892555,550.65857
96,3,13.511437,3.6206234,2.5055544,22.490454,99.153206,1.6918378,0.6131448,0.48027533,1.2711711,9.850353,0.62124944,1.5077349,681.2591
97,1,13.771881,1.8172293,2.2283227,15.864517,103.038635,2.637324,2.8554971,0.28512305,1.8543028,4.9075847,1.0408056,3.3203125,1086.633
98,2,11.929895,3.103085,2.4267833,20.628685,95.90421,2.7170796,2.5614738,0.3287991,1.8183498,2.8075106,0.84904975,3.2799072,442.57986
99,2,12.968623,1.4473703,1.9161497,16.921314,94.137215,1.8416446,1.6066972,0.3296935,0.92535883,3.5135684,1.1392471,2.2588525,555.4771
100,3,13.293095,2.8474183,2.4218276,19.861906,101.79548,1.8037975,1.0603449,0.39903656,1.2597134,7.826407,0.7502291,1.8906972,829.74646
101,2,12.140214,3.9398687,2.4074833,21.687963,99.224464,2.6846032,2.4630306,0.34577763,2.0274827,2.4776814,0.94151694,3.3675823,458.4234
102,2,12.291376,1.7109331,2.3061068,22.11346,81.39925,1.7399333,1.5229797,0.48758373,1.3712451,2.8156161,0.97232336,2.7478433,496.59433
103,3,13.333708,3.1805103,2.4204683,20.868282,93.63679,1.9429882,1.0806195,0.43110895,1.2640638,7.1221538,0.730106,2.0212686,661.07635
104,1,13.751377,1.8687589,2.4495475,17.338655,108.808846,2.6468906,2.7670853,0.33530694,1.7074546,5.2505293,1.0637381,3.1832926,1055.8975
105,2,12.009912,1.6591091,2.2279215,21.360409,83.51291,1.7811112,1.4248344,0.43059763,1.3412088,2.5279093,1.0544853,2.6580384,463.024
106,2,11.7457075,2.3484495,2.6040182,27.109442,89.59218,1.9659888,1.844753,0.55952656,1.4690888,2.7840452,0.97291446,2.6348639,484.83777
107,1,13.722282,1.6262674,2.6555634,19.071112,119.38992,3.005887,3.1431785,0.3947481,1.5754435,6.040118,1.1255927,2.9606714,1235.1287
108,3,13.644844,3.531426,2.7494185,25.146372,101.5619,1.7630373,0.54615265,0.5038016,1.3161707,9.660061,0.6700322,1.5304546,690.5722
109,2,11.956612,0.839018,1.522481,13.753077,97.42986,2.3852499,1.3438661,0.17725156,1.5280756,2.4079182,1.1618978,2.6905875,471.48453
110,2,13.109282,1.6854452,2.2674139,19.369965,88.2063,2.2347474,2.277317,0.2828886,1.3999242,3.5816338,1.053746,3.159529,740.78687
111,3,12.705635,2.3584058,2.5543535,22.7065,116.65669,1.4382116,1.157858,0.1878929,1.1114776,5.748811,0.6934701,1.5022978,499.6275
112,1,14.354925,1.8744607,2.3781693,15.034074,109.72415,3.6392078,3.8649368,0.28133935,2.3216267,7.467913,1.0244623,3.0915806,1495.505
113,1,14.052367,1.7697316,2.3348396,16.511662,109.29875,3.2265027,3.4403625,0.2754351,2.0912602,6.578328,1.0023452,3.1651235,1307.13
114,2,12.2472105,2.0217242,2.2400177,21.692043,83.40149,2.0191417,1.8060963,0.41410208,1.2820096,2.8146293,0.8984789,3.000201,495.932
115,1,14.022816,2.9770215,2.2888222,13.8084345,120.674255,3.09779,3.379894,0.20644636,2.4269388,5.996163,0.9701346,3.5052927,910.6546
116,3,13.185475,4.115219,2.4368212,21.673012,101.81554,1.5318859,0.6536254,0.45432287,1.1790053,9.569112,0.5804876,1.4919522,648.349
117,1,13.856063,2.4788814,2.2134616,13.180166,107.04449,3.0977721,3.502043,0.19246618,2.658574,6.645066,1.0236884,3.273987,1125.0753
118,2,12.101549,1.7379113,2.6646392,18.824656,102.43834,1.9030199,1.8119671,0.5184187,1.1345067,3.4089715,1.3228011,2.3158154,498.83694
119,3,12.262407,2.1665187,2.2673483,18.155144,100.04361,1.5504833,0.68687254,0.525763,1.0098975,5.132536,0.7708655,1.6141788,644.7498
120,2,12.586311,2.2010615,2.449267,19.792215,91.975494,2.5315578,2.545748,0.32222724,1.5110357,3.5552573,0.9034819,3.1290734,650.7721
121,1,14.170875,2.0282636,2.2885547,16.521446,113.44496,3.194042,3.450286,0.24860537,2.236439,6.2438326,1.0014557,3.4294827,1159.3716
122,1,13.790791,1.6131586,2.651855,17.771536,111.06291,2.718452,2.8313806,0.35234427,1.6093391,4.818874,1.1416615,3.040701,1146.5354
123,2,12.898705,2.1719134,2.9201577,25.622595,119.29463,2.9784033,3.6161227,0.32217225,1.9017262,4.1923857,1.1384116,3.4738264,660.0009
124,3,12.74232,3.5280213,2.326081,19.388903,95.776115,1.51921,0.43021747,0.48795974,0.85102785,6.7161345,0.6722894,1.6860099,600.84033
125,3,12.93952,2.956983,2.3414,20.920685,102.971695,1.4680777,1.0597584,0.26627114,0.9090286,6.3277516,0.7311112,1.5614265,649.2093
126,2,12.20658,1.369559,2.2860548,21.600996,86.49018,1.7654593,1.4525714,0.45258567,1.3720994,2.5581512,1.2084991,2.4213219,463.22406
127,3,12.897153,4.1619744,2.3911726,21.099522,91.21109,1.5798883,0.44581088,0.5547431,0.8406048,6.2641664,0.7138161,1.6103909,609.3255
128,2,12.35303,2.4647486,2.482234,22.082531,92.13897,1.587405,1.3058047,0.6001514,1.2949482,4.3022137,0.97185546,2.186427,551.6359
129,1,14.095464,1.8139178,2.4626408,17.789206,114.14398,3.1334891,3.132714,0.3328176,1.9650762,7.896136,0.9295165,2.736822,1230.8538
130,2,11.99407,1.737676,2.45784,22.954493,86.19475,1.6485214,1.4653894,0.52926785,1.4168732,2.8073678,1.1040685,2.7000017,496.547
131,2,12.790571,1.4334941,2.0556839,18.266308,91.22398,2.290587,2.0951786,0.2866001,1.3951523,3.4683568,1.132621,2.9671378,660.43896
132,3,12.9256735,3.6548634,2.512359,22.764746,91.21557,1.628652,1.0500913,0.5864294,1.0351492,5.2060633,0.85920805,2.0107555,492.44577
133,1,14.266224,1.7744263,2.4418604,15.759355,113.69392,3.7743597,3.920295,0.259652,2.1462348,7.767551,0.9612157,3.1977308,1490.0356
134,1,13.907444,1.7464155,2.2717104,15.669027,106.3155,2.8748677,3.1911047,0.25823495,2.0304163,5.530321,1.0354732,3.2753043,1105.4465
135,2,12.846351,3.5960734,2.6826417,20.758823,99.68921,2.4062083,2.245743,0.41000518,1.5192232,4.280699,0.9308051,2.642196,714.2665
136,3,13.210069,4.3565097,2.3847754,20.968184,92.96376,1.5215358,0.47382984,0.4680852,0.8991159,7.6516743,0.6192866,1.5692308,609.4126
137,1,14.079948,1.966974,2.2228348,15.697172,115.456635,3.0588179,3.4240901,0.26449633,2.2265825,5.834635,0.97427684,3.5371706,949.1147
138,2,12.508543,4.0086956,2.5012512,24.273613,87.02698,1.8528231,1.5721513,0.5601119,1.4363302,4.35695,0.81969684,2.0482922,486.8501
139,3,12.879851,2.9572484,2.2958403,20.647154,96.76442,1.5256767,1.0059061,0.34867886,1.006807,5.7921286,0.76584816,1.8946284,691.7727
140,1,13.909919,1.528882,2.6076093,18.483864,120.47386,3.2580194,3.3332398,0.38008434,1.6488174,6.5014424,1.0754448,3.0656097,1323.015
141,3,12.991576,3.549453,2.3595333,19.694725,98.10974,1.5963964,0.5650051,0.44181153,1.1118726,9.143411,0.5715899,1.5989821,675.3875
142,3,13.599516,3.3020108,2.6473365,24.068796,111.43249,1.6647422,0.76864,0.41126162,1.4284658,10.209236,0.7042745,1.5543667,697.87195
143,2,11.77227,1.8566358,2.1386976,20.377615,83.85833,2.4906662,2.2160757,0.41359058,2.038645,1.8310326,1.5337226,2.9695094,370.8949
144,1,14.300139,1.8233657,2.3973055,15.231291,110.22959,3.5987153,3.7772114,0.26485467,2.2663233,7.3651257,1.0133677,3.1309698,1473.4065
145,3,12.689819,2.3069253,2.311085,19.279852,110.74968,1.3754559,0.99686104,0.2856744,0.8243446,5.183131,0.73000026,1.335795,580.0565
146,2,12.0757475,2.0676565,2.2650917,20.444979,87.17345,2.4881184,2.4412632,0.33473814,1.6598519,3.2272635,0.81530166,3.1988215,455.53247
147,2,12.462433,1.0802796,2.0676177,17.041468,162.05647,2.0716426,1.963505,0.33422545,3.1954308,2.8580475,1.1344217,2.449438,839.29816
148,2,12.191765,1.7752063,2.0410347,16.603199,104.64555,1.7730509,1.428865,0.46242857,0.9695199,4.1709623,1.1074075,1.8187139,432.60065
149,2,12.066192,1.5306768,2.2642603,20.552359,92.21053,1.7707477,1.418525,0.41758266,1.3093956,2.5498452,1.2737637,2.307783,402.99524
150,3,12.551377,3.013796,2.3132427,19.065771,100.42346,1.3687075,0.47916648,0.37836996,0.804604,6.0659676,0.68161535,1.5761826,601.8012
151,2,12.271022,3.872684,1.8602632,15.885716,113.10647,3.305322,3.1390004,0.17366973,3.751567,3.0541253,0.7732168,2.7804594,742.7915
152,2,12.135714,1.5156072,2.2470086,22.058126,81.69917,1.8703136,1.5034233,0.4398985,1.3913877,2.5697768,1.1021607,2.7008414,498.95825
153,2,13.049252,2.8850086,2.3765318,21.413277,91.15076,1.8350447,1.6395876,0.36626843,1.2264574,3.9700563,0.93832296,2.4693468,659.74426
154,1,13.804527,2.0489123,2.18759,15.376153,115.14255,3.0376961,3.2694285,0.24691279,2.239297,5.752935,0.9555535,3.4389932,882.0501
155,1,13.611429,1.7345906,2.170923,15.711309,102.85196,2.612452,2.7832148,0.28490928,1.727104,4.65922,1.0391684,3.3123548,1001.4888
156,2,12.895032,1.6523815,2.203382,20.204144,93.85146,1.9391136,1.9290835,0.29173744,1.2595744,3.1425314,1.0156662,2.607536,686.02997
157,1,13.637946,1.6849686,2.3976142,17.568619,98.563065,2.3041246,2.4015667,0.27551997,1.4688361,3.9856355,1.1416817,3.119549,1049.0331
158,1,13.379179,2.5790503,2.8031461,19.71666,107.74233,2.6819894,2.5935712,0.35325897,1.4935186,4.400572,1.0538348,2.905903,870.61426
159,2,12.856625,3.5201235,2.4439335,20.641064,93.431854,2.0935326,1.8090829,0.427218,1.3463062,3.9197092,0.9157025,2.503036,734.1077
160,2,12.920053,1.1375003,1.7664859,14.823522,90.60916,2.1126993,1.7416922,0.3015303,0.8776611,3.3371677,1.2248236,2.3518908,507.17493
161,2,11.275207,1.7511804,2.2413492,23.053469,86.169876,2.3494565,1.9670255,0.46317816,1.8601109,1.846989,1.6295875,2.9946887,464.19394
162,2,11.647418,0.90652144,2.0531385,18.568195,90.62873,2.1937156,1.7774075,0.3594706,1.4096504,1.8072366,1.5143768,2.5850897,329.04095
163,1,13.138742,2.6328633,2.9955587,21.278456,113.82254,2.733432,2.7952828,0.38818607,1.7234632,4.192121,1.0670605,2.9423923,759.48944
164,2,12.303219,1.6033957,1.993465,19.673738,82.98913,1.9441518,1.6978408,0.324132,1.4261888,2.8298783,0.9846604,2.9815776,504.51114
165,1,13.828472,1.9719936,2.392216,17.312683,109.54106,2.675058,2.7398171,0.25795504,1.9024239,6.776516,0.92592853,2.707498,1042.4258
166,3,12.807189,4.730392,2.5575943,21.37849,94.10326,1.4407667,0.36071643,0.5573107,0.69232816,5.1279144,0.74736685,1.5207164,611.8486
167,2,12.069831,1.7550852,2.0456395,19.17617,90.39824,1.6878959,1.3440005,0.35772184,1.277883,2.7392795,1.0431386,2.5591831,474.44232
168,2,11.750553,2.39273,2.4274368,19.786926,94.11466,2.5154626,2.385845,0.3056,1.8396574,2.802083,0.8269885,3.3470905,457.61246
169,1,13.90728,1.6660446,2.6190493,18.206959,115.82425,2.9961636,3.145524,0.37584233,1.6825947,5.8451996,1.1176978,2.958512,1254.537
170,3,12.71263,2.4715006,2.339456,20.20993,108.362465,1.3584372,0.92709273,0.2437236,0.78452784,5.3462644,0.6997547,1.3340733,598.3103
171,1,13.69127,1.6095753,2.650041,20.185728,122.39708,3.0538406,3.0273385,0.41582513,1.58809,5.5864587,1.1471876,3.0796173,1205.9653
172,2,13.932993,2.3466089,2.625147,20.849749,116.06723,2.605447,2.2936463,0.35206679,1.9168757,8.679671,0.8744467,2.2231238,996.8544
173,3,13.63503,2.8940573,2.58282,22.128138,109.025826,1.9178594,1.1011966,0.45172635,1.414144,8.985097,0.76781917,1.7785414,859.3303
174,2,12.539576,3.1346538,2.3096461,21.480808,84.45289,2.0534153,1.9160544,0.4239324,1.303658,3.3262446,0.85912764,2.7173555,531.94165
175,3,12.563267,3.1668065,2.3215382,19.282988,103.092636,1.3426402,0.51304835,0.39615342,0.85770506,6.2844605,0.6583699,1.569658,622.9678
176,1,13.950311,1.9583749,2.2159226,15.562225,111.896614,2.8521068,3.168346,0.27915826,2.0693521,5.3168654,0.9927476,3.4863958,982.0189
177,2,12.94742,0.8435768,1.8070161,15.690396,96.006775,2.283687,1.833283,0.26806,1.1278548,3.5691621,1.2844758,2.577671,533.84595
178,2,13.313485,2.3608263,2.4018505,21.143261,92.625656,2.0261335,1.9581939,0.31751853,1.2461408,3.7920425,1.0073115,2.6827106,723.6963
179,2,11.897536,1.3737272,2.0268338,19.169144,81.29286,2.541752,2.2918963,0.3501477,1.8446659,2.1457279,1.4588128,2.980563,319.25067
